County	Scientific.Name	Common.Name	Year.Last.Documented	Taxonomic.Subgroup	Taxonomic.Group	NY.Listing.Status
Oneida	Botrychium minganense	Mingan Moonwort	NA	Ferns	Ferns and Fern Allies	Endangered
Oneida	Botrychium neolunaria	Common Moonwort	NA	Ferns	Ferns and Fern Allies	Endangered
Oneida	Botrychium oneidense	Blunt-lobe Grape Fern	NA	Ferns	Ferns and Fern Allies	Threatened
Oneida	Botrychium rugulosum	Rugulose Grape Fern	1906	Ferns	Ferns and Fern Allies	Endangered
Oneida	Lygodium palmatum	Climbing Fern	1994	Ferns	Ferns and Fern Allies	Endangered
Oneida	Equisetum palustre	Marsh Horsetail	1914	Horsetails	Ferns and Fern Allies	Threatened
Oneida	Equisetum pratense	Meadow Horsetail	NA	Horsetails	Ferns and Fern Allies	Threatened
Oneida	Isoetes lacustris	Large-spored Quillwort	NA	Quillworts	Ferns and Fern Allies	Rare
Oneida	Arnoglossum atriplicifolium	Pale Indian-plantain	NA	Asters, Goldenrods and Daisies	Flowering Plants	Endangered
Oneida	Bidens beckii	Beck's Water Marigold	NA	Asters, Goldenrods and Daisies	Flowering Plants	not listed
Oneida	Bidens laevis	Smooth Beggar-ticks	NA	Asters, Goldenrods and Daisies	Flowering Plants	Threatened
Oneida	Lactuca hirsuta	Downy Lettuce	NA	Asters, Goldenrods and Daisies	Flowering Plants	Endangered
Oneida	Pseudognaphalium micradenium	Catfoot	NA	Asters, Goldenrods and Daisies	Flowering Plants	Endangered
Oneida	Symphyotrichum oolentangiense	Sky-blue Aster	1936	Asters, Goldenrods and Daisies	Flowering Plants	Endangered
Oneida	Vernonia gigantea	Tall Ironweed	NA	Asters, Goldenrods and Daisies	Flowering Plants	Endangered
Oneida	Aristida longespica	Slender Threeawn	NA	Grasses	Flowering Plants	not listed
Oneida	Amerorchis rotundifolia	Round-leaved Orchis	NA	Orchids	Flowering Plants	not listed
Oneida	Aplectrum hyemale	Puttyroot	1882	Orchids	Flowering Plants	Endangered
Oneida	Arethusa bulbosa	Dragon's Mouth Orchid	NA	Orchids	Flowering Plants	Threatened
Oneida	Calypso bulbosa var. americana	Calypso	NA	Orchids	Flowering Plants	Endangered
Oneida	Cypripedium arietinum	Ram's-head Lady's Slipper	1924	Orchids	Flowering Plants	Threatened
Oneida	Cypripedium parviflorum var. makasin	Small Northern Yellow Lady's Slipper	NA	Orchids	Flowering Plants	not listed
Oneida	Cypripedium parviflorum var. parviflorum	Small Southern Yellow Lady's Slipper	NA	Orchids	Flowering Plants	Endangered
Oneida	Cypripedium parviflorum var. pubescens	Large Yellow Lady's Slipper	NA	Orchids	Flowering Plants	not listed
Oneida	Cypripedium reginae	Showy Lady's Slipper	NA	Orchids	Flowering Plants	not listed
Oneida	Liparis liliifolia	Large Twayblade	NA	Orchids	Flowering Plants	Endangered
Oneida	Neottia bifolia	Southern Twayblade	1930	Orchids	Flowering Plants	Endangered
Oneida	Neottia convallarioides	Broad-lipped Twayblade	NA	Orchids	Flowering Plants	Endangered
Oneida	Platanthera ciliaris	Orange Fringed Orchid	1902	Orchids	Flowering Plants	Endangered
Oneida	Platanthera hookeri	Hooker's Orchid	1926	Orchids	Flowering Plants	Endangered
Oneida	Triphora trianthophoros ssp. trianthophoros	Nodding Pogonia	NA	Orchids	Flowering Plants	Threatened
Oneida	Agastache nepetoides	Yellow Giant-hyssop	NA	Other Flowering Plants	Flowering Plants	Threatened
Oneida	Andersonglossum boreale	Northern Wild Comfrey	NA	Other Flowering Plants	Flowering Plants	Endangered
Oneida	Borodinia dentata	Toothed Rock Cress	NA	Other Flowering Plants	Flowering Plants	Threatened
Oneida	Callitriche terrestris	Terrestrial Starwort	NA	Other Flowering Plants	Flowering Plants	Threatened
Oneida	Carya laciniosa	Big Shellbark Hickory	NA	Other Flowering Plants	Flowering Plants	Threatened
Oneida	Ceratophyllum echinatum	Prickly Hornwort	NA	Other Flowering Plants	Flowering Plants	Rare
Oneida	Collinsia verna	Blue-eyed-Mary	1903	Other Flowering Plants	Flowering Plants	Endangered
Oneida	Corydalis flavula	Yellow Harlequin	NA	Other Flowering Plants	Flowering Plants	Rare
Oneida	Desmodium ciliare	Little-leaf Tick Trefoil	1931	Other Flowering Plants	Flowering Plants	Threatened
Oneida	Draba arabisans	Rock Whitlow Grass	NA	Other Flowering Plants	Flowering Plants	Threatened
Oneida	Dracocephalum parviflorum	American Dragonhead	NA	Other Flowering Plants	Flowering Plants	Endangered
Oneida	Elatine americana	American Waterwort	NA	Other Flowering Plants	Flowering Plants	Endangered
Oneida	Frasera caroliniensis	Green Gentian	NA	Other Flowering Plants	Flowering Plants	Threatened
Oneida	Geum virginianum	Rough Avens	1935	Other Flowering Plants	Flowering Plants	Threatened
Oneida	Gymnocladus dioicus	Kentucky Coffee Tree	NA	Other Flowering Plants	Flowering Plants	Endangered
Oneida	Halenia deflexa ssp. deflexa	Spurred Gentian	1914	Other Flowering Plants	Flowering Plants	Endangered
Oneida	Hydrastis canadensis	Goldenseal	NA	Other Flowering Plants	Flowering Plants	Threatened
Oneida	Hypericum ascyron ssp. pyramidatum	Great St. John's Wort	NA	Other Flowering Plants	Flowering Plants	Rare
Oneida	Juglans cinerea	Butternut	NA	Other Flowering Plants	Flowering Plants	not listed
Oneida	Linum sulcatum	Yellow Wild Flax	NA	Other Flowering Plants	Flowering Plants	Threatened
Oneida	Lithospermum virginianum	Virginia False Gromwell	NA	Other Flowering Plants	Flowering Plants	Endangered
Oneida	Lupinus perennis ssp. perennis	Wild Lupine	NA	Other Flowering Plants	Flowering Plants	Rare
Oneida	Lysimachia hybrida	Lowland Yellow Loosestrife	NA	Other Flowering Plants	Flowering Plants	Endangered
Oneida	Myriophyllum farwellii	Farwell's Water Milfoil	NA	Other Flowering Plants	Flowering Plants	Threatened
Oneida	Oxybasis rubra var. rubra	Red Pigweed	NA	Other Flowering Plants	Flowering Plants	Threatened
Oneida	Panax quinquefolius	American Ginseng	NA	Other Flowering Plants	Flowering Plants	not listed
Oneida	Persicaria setacea	Swamp Smartweed	1945	Other Flowering Plants	Flowering Plants	Endangered
Oneida	Phlox maculata ssp. maculata	Wild Sweet William	1865	Other Flowering Plants	Flowering Plants	Endangered
Oneida	Physalis virginiana var. virginiana	Virginia Ground Cherry	1912	Other Flowering Plants	Flowering Plants	Endangered
Oneida	Podostemum ceratophyllum	Riverweed	NA	Other Flowering Plants	Flowering Plants	Threatened
Oneida	Polemonium vanbruntiae	Jacob's Ladder	1935	Other Flowering Plants	Flowering Plants	Rare
Oneida	Polygonum buxiforme	Small's Knotweed	1918	Other Flowering Plants	Flowering Plants	Endangered
Oneida	Polygonum erectum	Erect Knotweed	NA	Other Flowering Plants	Flowering Plants	not listed
Oneida	Potamogeton alpinus	Red Pondweed	1944	Other Flowering Plants	Flowering Plants	Threatened
Oneida	Potamogeton diversifolius	Southern Snailseed Pondweed	NA	Other Flowering Plants	Flowering Plants	Endangered
Oneida	Potamogeton strictifolius	Straight-leaved Pondweed	1965	Other Flowering Plants	Flowering Plants	Endangered
Oneida	Primula mistassinica	Bird's Eye Primrose	1993	Other Flowering Plants	Flowering Plants	Threatened
Oneida	Prunus pumila var. depressa	Dwarf Cherry	NA	Other Flowering Plants	Flowering Plants	Threatened
Oneida	Pterospora andromedea	Pinedrops	NA	Other Flowering Plants	Flowering Plants	Endangered
Oneida	Pycnanthemum verticillatum var. verticillatum	Whorled Mountain Mint	1993	Other Flowering Plants	Flowering Plants	Endangered
Oneida	Pyrola asarifolia ssp. asarifolia	Pink Wintergreen	NA	Other Flowering Plants	Flowering Plants	Threatened
Oneida	Ranunculus micranthus	Small-flowered Crowfoot	NA	Other Flowering Plants	Flowering Plants	Rare
Oneida	Rhododendron canadense	Rhodora	NA	Other Flowering Plants	Flowering Plants	Threatened
Oneida	Rorippa aquatica	Lake Cress	1913	Other Flowering Plants	Flowering Plants	Threatened
Oneida	Saxifraga aizoides	Yellow Mountain Saxifrage	1993	Other Flowering Plants	Flowering Plants	Threatened
Oneida	Scheuchzeria palustris	Pod Grass	NA	Other Flowering Plants	Flowering Plants	Rare
Oneida	Stuckenia filiformis	Slender Pondweed	1927	Other Flowering Plants	Flowering Plants	Endangered
Oneida	Triglochin palustris	Marsh Arrow Grass	1918	Other Flowering Plants	Flowering Plants	Threatened
Oneida	Trillium cernuum	Nodding Trillium	NA	Other Flowering Plants	Flowering Plants	not listed
Oneida	Trollius laxus	Spreading Globeflower	1994	Other Flowering Plants	Flowering Plants	Rare
Oneida	Ulmus thomasii	Cork Elm	NA	Other Flowering Plants	Flowering Plants	Threatened
Oneida	Utricularia geminiscapa	Hiddenfruit Bladderwort	NA	Other Flowering Plants	Flowering Plants	Rare
Oneida	Utricularia minor	Lesser Bladderwort	NA	Other Flowering Plants	Flowering Plants	Rare
Oneida	Vaccinium cespitosum	Dwarf Bilberry	NA	Other Flowering Plants	Flowering Plants	Endangered
Oneida	Valeriana uliginosa	Marsh Valerian	NA	Other Flowering Plants	Flowering Plants	Endangered
Oneida	Valerianella chenopodiifolia	Goosefoot Corn Salad	NA	Other Flowering Plants	Flowering Plants	Endangered
Oneida	Valerianella umbilicata	Navel Corn Salad	NA	Other Flowering Plants	Flowering Plants	Endangered
Oneida	Viola nephrophylla	Northern Bog Violet	NA	Other Flowering Plants	Flowering Plants	Endangered
Oneida	Viola pedata var. pedata	Bird's-foot Violet	NA	Other Flowering Plants	Flowering Plants	Rare
Oneida	Juncus subcaudatus	Spreading Rush	NA	Rushes	Flowering Plants	Endangered
Oneida	Luzula echinata	Spiny Wood Rush	NA	Rushes	Flowering Plants	Rare
Oneida	Carex aggregata	Glomerate Sedge	NA	Sedges	Flowering Plants	Endangered
Oneida	Carex amphibola	Ambiguous Sedge	NA	Sedges	Flowering Plants	Endangered
Oneida	Carex atherodes	Wheat Sedge	NA	Sedges	Flowering Plants	Rare
Oneida	Carex bullata	Button Sedge	NA	Sedges	Flowering Plants	Endangered
Oneida	Carex bushii	Bush's Sedge	NA	Sedges	Flowering Plants	Rare
Oneida	Carex buxbaumii	Brown Bog Sedge	NA	Sedges	Flowering Plants	Threatened
Oneida	Carex chordorrhiza	Creeping Sedge	1840	Sedges	Flowering Plants	Threatened
Oneida	Carex conjuncta	Soft Fox Sedge	1888	Sedges	Flowering Plants	Endangered
Oneida	Carex crawei	Crawe's Sedge	NA	Sedges	Flowering Plants	Threatened
Oneida	Carex cryptolepis	Small Yellow Sedge	NA	Sedges	Flowering Plants	Rare
Oneida	Carex cumulata	Clustered Sedge	1912	Sedges	Flowering Plants	Threatened
Oneida	Carex davisii	Davis' Sedge	NA	Sedges	Flowering Plants	Threatened
Oneida	Carex debilis var. debilis	White-edge Sedge	NA	Sedges	Flowering Plants	Threatened
Oneida	Carex decomposita	Cypress-knee Sedge	NA	Sedges	Flowering Plants	Endangered
Oneida	Carex emmonsii	Emmons' Sedge	NA	Sedges	Flowering Plants	Rare
Oneida	Carex formosa	Handsome Sedge	1918	Sedges	Flowering Plants	Threatened
Oneida	Carex frankii	Frank's Sedge	1943	Sedges	Flowering Plants	Endangered
Oneida	Carex houghtoniana	Houghton's Sedge	NA	Sedges	Flowering Plants	Threatened
Oneida	Carex livida	Livid Sedge	NA	Sedges	Flowering Plants	Endangered
Oneida	Carex lupuliformis	False Hop Sedge	NA	Sedges	Flowering Plants	Threatened
Oneida	Carex mitchelliana	Mitchell's Sedge	NA	Sedges	Flowering Plants	Endangered
Oneida	Carex molesta	Troublesome Sedge	NA	Sedges	Flowering Plants	Threatened
Oneida	Carex muehlenbergii var. enervis	Muhlenberg's Veinless Sedge	NA	Sedges	Flowering Plants	Rare
Oneida	Carex nigra	Black Sedge	1842	Sedges	Flowering Plants	Endangered
Oneida	Carex oligosperma	Few-fruited Sedge	NA	Sedges	Flowering Plants	Rare
Oneida	Carex sartwellii	Sartwell's Sedge	NA	Sedges	Flowering Plants	Endangered
Oneida	Carex schweinitzii	Schweinitz's Sedge	2002	Sedges	Flowering Plants	Threatened
Oneida	Carex sychnocephala	Many-headed Sedge	NA	Sedges	Flowering Plants	Endangered
Oneida	Carex tenuiflora	Sparse-flowered Sedge	1939	Sedges	Flowering Plants	Endangered
Oneida	Carex typhina	Cat-tail Sedge	NA	Sedges	Flowering Plants	Endangered
Oneida	Cyperus erythrorhizos	Red-rooted Flat Sedge	NA	Sedges	Flowering Plants	Rare
Oneida	Cyperus lupulinus ssp. lupulinus	Great Plains Flatsedge	NA	Sedges	Flowering Plants	Threatened
Oneida	Cyperus odoratus	Fragrant Flat Sedge	NA	Sedges	Flowering Plants	Rare
Oneida	Cyperus schweinitzii	Schweinitz's Flat Sedge	NA	Sedges	Flowering Plants	Rare
Oneida	Cyperus subsquarrosus	Dwarf Bulrush	1936	Sedges	Flowering Plants	Endangered
Oneida	Eleocharis diandra	Wright's Spike Rush	2001	Sedges	Flowering Plants	Endangered
Oneida	Eleocharis equisetoides	Knotted Spike Rush	NA	Sedges	Flowering Plants	Threatened
Oneida	Eleocharis ovata	Ovate Spike Rush	NA	Sedges	Flowering Plants	Endangered
Oneida	Eleocharis quadrangulata	Angled Spike Rush	1946	Sedges	Flowering Plants	Endangered
Oneida	Eleocharis uniglumis	Salt-marsh Spike Rush	1906	Sedges	Flowering Plants	Threatened
Oneida	Rhynchospora fusca	Sooty Beak Sedge	NA	Sedges	Flowering Plants	Rare
Oneida	Scleria triglomerata	Whip Nut Sedge	NA	Sedges	Flowering Plants	Endangered
Onondaga	Anaxyrus americanus	American Toad	1999	Frogs and Toads	Amphibians	Game with open season
Onondaga	Hyla versicolor	Gray Treefrog	1999	Frogs and Toads	Amphibians	Game with open season
Onondaga	Lithobates catesbeianus	Bullfrog	1999	Frogs and Toads	Amphibians	Game with open season
Onondaga	Lithobates clamitans	Green Frog	1999	Frogs and Toads	Amphibians	Game with open season
Onondaga	Lithobates palustris	Pickerel Frog	1999	Frogs and Toads	Amphibians	Game with open season
Onondaga	Lithobates pipiens	Northern Leopard Frog	1999	Frogs and Toads	Amphibians	Game with open season
Onondaga	Lithobates sylvaticus	Wood Frog	1999	Frogs and Toads	Amphibians	Game with open season
Onondaga	Pseudacris crucifer	Spring Peeper	1999	Frogs and Toads	Amphibians	Game with open season
Onondaga	Ambystoma jeffersonianum	Jefferson Salamander	1999	Salamanders	Amphibians	Special Concern
Onondaga	Ambystoma jeffersonianum x laterale	Jefferson Salamander Complex	1999	Salamanders	Amphibians	Game with no open season
Onondaga	Ambystoma laterale	Blue-spotted Salamander	1999	Salamanders	Amphibians	Special Concern
Onondaga	Ambystoma maculatum	Spotted Salamander	1999	Salamanders	Amphibians	Game with no open season
Onondaga	Desmognathus fuscus	Dusky Salamander	1999	Salamanders	Amphibians	Game with no open season
Onondaga	Desmognathus ochrophaeus	Allegheny Mountain Dusky Salamander	1999	Salamanders	Amphibians	Game with no open season
Onondaga	Eurycea bislineata	Northern Two-lined Salamander	1999	Salamanders	Amphibians	Game with no open season
Onondaga	Gyrinophilus porphyriticus	Spring Salamander	1999	Salamanders	Amphibians	Game with no open season
Onondaga	Hemidactylium scutatum	Four-toed Salamander	1999	Salamanders	Amphibians	Game with no open season
Onondaga	Necturus maculosus	Mudpuppy	1999	Salamanders	Amphibians	Game with no open season
Onondaga	Notophthalmus viridescens	Eastern Newt	1999	Salamanders	Amphibians	Game with no open season
Onondaga	Plethodon cinereus	Redback Salamander	1999	Salamanders	Amphibians	Game with no open season
Onondaga	Plethodon glutinosus	Northern Slimy Salamander	1999	Salamanders	Amphibians	Game with no open season
Onondaga	Bat Colony	Bat Colony	2003	Animal Assemblages	Animal Assemblages	not applicable
Onondaga	Agelaius phoeniceus	Red-winged Blackbird	2005	Blackbirds and Orioles	Birds	Protected Bird
Onondaga	Dolichonyx oryzivorus	Bobolink	2005	Blackbirds and Orioles	Birds	Protected Bird
Onondaga	Icterus galbula	Baltimore Oriole	2005	Blackbirds and Orioles	Birds	Protected Bird
Onondaga	Icterus spurius	Orchard Oriole	2005	Blackbirds and Orioles	Birds	Protected Bird
Onondaga	Molothrus ater	Brown-headed Cowbird	2005	Blackbirds and Orioles	Birds	Protected Bird
Onondaga	Quiscalus quiscula	Common Grackle	2005	Blackbirds and Orioles	Birds	Protected Bird
Onondaga	Sturnella magna	Eastern Meadowlark	2005	Blackbirds and Orioles	Birds	Protected Bird
Onondaga	Cardinalis cardinalis	Northern Cardinal	2005	Cardinals and Buntings	Birds	Protected Bird
Onondaga	Passerina cyanea	Indigo Bunting	2005	Cardinals and Buntings	Birds	Protected Bird
Onondaga	Pheucticus ludovicianus	Rose-breasted Grosbeak	2005	Cardinals and Buntings	Birds	Protected Bird
Onondaga	Piranga olivacea	Scarlet Tanager	2005	Cardinals and Buntings	Birds	Protected Bird
Onondaga	Baeolophus bicolor	Tufted Titmouse	2005	Chickadees and Titmice	Birds	Protected Bird
Onondaga	Poecile atricapillus	Black-capped Chickadee	2005	Chickadees and Titmice	Birds	Protected Bird
Onondaga	Phalacrocorax auritus	Double-crested Cormorant	2005	Cormorants	Birds	Protected Bird
Onondaga	Certhia americana	Brown Creeper	2005	Creepers	Birds	Protected Bird
Onondaga	Corvus brachyrhynchos	American Crow	2005	Crows and Jays	Birds	Protected Bird - Game with open season
Onondaga	Corvus corax	Common Raven	2005	Crows and Jays	Birds	Protected Bird
Onondaga	Corvus ossifragus	Fish Crow	2005	Crows and Jays	Birds	Protected Bird - Game with open season
Onondaga	Cyanocitta cristata	Blue Jay	2005	Crows and Jays	Birds	Protected Bird
Onondaga	Coccyzus americanus	Yellow-billed Cuckoo	2005	Cuckoos	Birds	Protected Bird
Onondaga	Coccyzus erythropthalmus	Black-billed Cuckoo	2005	Cuckoos	Birds	Protected Bird
Onondaga	Aix sponsa	Wood Duck	2005	Ducks, Geese, Waterfowl	Birds	Protected Bird - Game with open season
Onondaga	Anas acuta	Northern Pintail	2005	Ducks, Geese, Waterfowl	Birds	Protected Bird - Game with open season
Onondaga	Anas crecca	Green-winged Teal	2005	Ducks, Geese, Waterfowl	Birds	Protected Bird - Game with open season
Onondaga	Anas discors	Blue-winged Teal	2005	Ducks, Geese, Waterfowl	Birds	Protected Bird - Game with open season
Onondaga	Anas platyrhynchos	Mallard	2005	Ducks, Geese, Waterfowl	Birds	Protected Bird - Game with open season
Onondaga	Anas platyrhynchos x rubripes	Mallard x Am. Black Duck Hybrid	2005	Ducks, Geese, Waterfowl	Birds	Protected Bird - Game with open season
Onondaga	Anas rubripes	American Black Duck	2005	Ducks, Geese, Waterfowl	Birds	Protected Bird - Game with open season
Onondaga	Branta canadensis	Canada Goose	2005	Ducks, Geese, Waterfowl	Birds	Protected Bird - Game with open season
Onondaga	Cygnus olor	Mute Swan	2005	Ducks, Geese, Waterfowl	Birds	Protected Bird
Onondaga	Lophodytes cucullatus	Hooded Merganser	2005	Ducks, Geese, Waterfowl	Birds	Protected Bird - Game with open season
Onondaga	Mergus merganser	Common Merganser	2005	Ducks, Geese, Waterfowl	Birds	Protected Bird - Game with open season
Onondaga	Haemorhous mexicanus	House Finch	2005	Finches and Crossbills	Birds	Protected Bird
Onondaga	Haemorhous purpureus	Purple Finch	2005	Finches and Crossbills	Birds	Protected Bird
Onondaga	Loxia leucoptera	White-winged Crossbill	2005	Finches and Crossbills	Birds	Protected Bird
Onondaga	Spinus pinus	Pine Siskin	2005	Finches and Crossbills	Birds	Protected Bird
Onondaga	Spinus tristis	American Goldfinch	2005	Finches and Crossbills	Birds	Protected Bird
Onondaga	Contopus virens	Eastern Wood-Pewee	2005	Flycatchers	Birds	Protected Bird
Onondaga	Empidonax alnorum	Alder Flycatcher	2005	Flycatchers	Birds	Protected Bird
Onondaga	Empidonax minimus	Least Flycatcher	2005	Flycatchers	Birds	Protected Bird
Onondaga	Empidonax traillii	Willow Flycatcher	2005	Flycatchers	Birds	Protected Bird
Onondaga	Empidonax virescens	Acadian Flycatcher	2005	Flycatchers	Birds	Protected Bird
Onondaga	Myiarchus crinitus	Great Crested Flycatcher	2005	Flycatchers	Birds	Protected Bird
Onondaga	Sayornis phoebe	Eastern Phoebe	2005	Flycatchers	Birds	Protected Bird
Onondaga	Tyrannus tyrannus	Eastern Kingbird	2005	Flycatchers	Birds	Protected Bird
Onondaga	Polioptila caerulea	Blue-gray Gnatcatcher	2005	Gnatcatchers	Birds	Protected Bird
Onondaga	Podilymbus podiceps	Pied-billed Grebe	2004	Grebes	Birds	Threatened
Onondaga	Bonasa umbellus	Ruffed Grouse	2005	Grouse, Pheasants, Turkeys	Birds	Protected Bird - Game with open season
Onondaga	Meleagris gallopavo	Wild Turkey	2005	Grouse, Pheasants, Turkeys	Birds	Protected Bird - Game with open season
Onondaga	Phasianus colchicus	Ring-necked Pheasant	2005	Grouse, Pheasants, Turkeys	Birds	Protected Bird - Game with open season
Onondaga	Actitis macularius	Spotted Sandpiper	2005	Gulls, Terns, Plovers, Shorebirds	Birds	Protected Bird
Onondaga	Bartramia longicauda	Upland Sandpiper	2002	Gulls, Terns, Plovers, Shorebirds	Birds	Threatened
Onondaga	Charadrius vociferus	Killdeer	2005	Gulls, Terns, Plovers, Shorebirds	Birds	Protected Bird
Onondaga	Chlidonias niger	Black Tern	1956	Gulls, Terns, Plovers, Shorebirds	Birds	Endangered
Onondaga	Gallinago delicata	Wilson's Snipe	2005	Gulls, Terns, Plovers, Shorebirds	Birds	Protected Bird - Game with open season
Onondaga	Larus delawarensis	Ring-billed Gull	2005	Gulls, Terns, Plovers, Shorebirds	Birds	Protected Bird
Onondaga	Scolopax minor	American Woodcock	2005	Gulls, Terns, Plovers, Shorebirds	Birds	Protected Bird - Game with open season
Onondaga	Sterna hirundo	Common Tern	2005	Gulls, Terns, Plovers, Shorebirds	Birds	Threatened
Onondaga	Accipiter cooperii	Cooper's Hawk	2005	Hawks, Falcons, Eagles, Vultures	Birds	Special Concern
Onondaga	Accipiter gentilis	Northern Goshawk	2005	Hawks, Falcons, Eagles, Vultures	Birds	Special Concern
Onondaga	Accipiter striatus	Sharp-shinned Hawk	2005	Hawks, Falcons, Eagles, Vultures	Birds	Special Concern
Onondaga	Buteo jamaicensis	Red-tailed Hawk	2005	Hawks, Falcons, Eagles, Vultures	Birds	Protected Bird
Onondaga	Buteo lineatus	Red-shouldered Hawk	2005	Hawks, Falcons, Eagles, Vultures	Birds	Special Concern
Onondaga	Buteo platypterus	Broad-winged Hawk	2005	Hawks, Falcons, Eagles, Vultures	Birds	Protected Bird
Onondaga	Cathartes aura	Turkey Vulture	2005	Hawks, Falcons, Eagles, Vultures	Birds	Protected Bird
Onondaga	Circus cyaneus	Northern Harrier	2003	Hawks, Falcons, Eagles, Vultures	Birds	Threatened
Onondaga	Falco peregrinus	Peregrine Falcon	2009	Hawks, Falcons, Eagles, Vultures	Birds	Endangered
Onondaga	Falco sparverius	American Kestrel	2005	Hawks, Falcons, Eagles, Vultures	Birds	Protected Bird
Onondaga	Haliaeetus leucocephalus	Bald Eagle	2017	Hawks, Falcons, Eagles, Vultures	Birds	Threatened
Onondaga	Pandion haliaetus	Osprey	2005	Hawks, Falcons, Eagles, Vultures	Birds	Special Concern
Onondaga	Ardea herodias	Great Blue Heron	2005	Herons, Bitterns, Egrets, Pelicans	Birds	Protected Bird
Onondaga	Botaurus lentiginosus	American Bittern	2005	Herons, Bitterns, Egrets, Pelicans	Birds	Special Concern
Onondaga	Butorides virescens	Green Heron	2005	Herons, Bitterns, Egrets, Pelicans	Birds	Protected Bird
Onondaga	Ixobrychus exilis	Least Bittern	2004	Herons, Bitterns, Egrets, Pelicans	Birds	Threatened
Onondaga	Archilochus colubris	Ruby-throated Hummingbird	2005	Hummingbirds and Swifts	Birds	Protected Bird
Onondaga	Chaetura pelagica	Chimney Swift	2005	Hummingbirds and Swifts	Birds	Protected Bird
Onondaga	Megaceryle alcyon	Belted Kingfisher	2005	Kingfishers	Birds	Protected Bird
Onondaga	Regulus calendula	Ruby-crowned Kinglet	2005	Kinglets	Birds	Protected Bird
Onondaga	Regulus satrapa	Golden-crowned Kinglet	2005	Kinglets	Birds	Protected Bird
Onondaga	Eremophila alpestris	Horned Lark	2005	Larks	Birds	Special Concern
Onondaga	Gavia immer	Common Loon	2005	Loons	Birds	Special Concern
Onondaga	Dumetella carolinensis	Gray Catbird	2005	Mockingbirds and Thrashers	Birds	Protected Bird
Onondaga	Mimus polyglottos	Northern Mockingbird	2005	Mockingbirds and Thrashers	Birds	Protected Bird
Onondaga	Toxostoma rufum	Brown Thrasher	2005	Mockingbirds and Thrashers	Birds	Protected Bird
Onondaga	Antrostomus vociferus	Whip-poor-will	2005	Nightbirds	Birds	Special Concern
Onondaga	Chordeiles minor	Common Nighthawk	2005	Nightbirds	Birds	Special Concern
Onondaga	Sitta canadensis	Red-breasted Nuthatch	2005	Nuthatches	Birds	Protected Bird
Onondaga	Sitta carolinensis	White-breasted Nuthatch	2005	Nuthatches	Birds	Protected Bird
Onondaga	Passer domesticus	House Sparrow	2005	Old World Sparrows	Birds	not listed
Onondaga	Aegolius acadicus	Northern Saw-whet Owl	2005	Owls	Birds	Protected Bird
Onondaga	Asio flammeus	Short-eared Owl	2000	Owls	Birds	Endangered
Onondaga	Asio otus	Long-eared Owl	2005	Owls	Birds	Protected Bird
Onondaga	Bubo virginianus	Great Horned Owl	2005	Owls	Birds	Protected Bird
Onondaga	Megascops asio	Eastern Screech-Owl	2005	Owls	Birds	Protected Bird
Onondaga	Strix varia	Barred Owl	2005	Owls	Birds	Protected Bird
Onondaga	Columba livia	Rock Pigeon	2005	Pigeons and Doves	Birds	not listed
Onondaga	Zenaida macroura	Mourning Dove	2005	Pigeons and Doves	Birds	Protected Bird
Onondaga	Gallinula galeata	Common Moorhen	2005	Rails, Coots and Cranes	Birds	Protected Bird - Game with open season
Onondaga	Porzana carolina	Sora	2005	Rails, Coots and Cranes	Birds	Protected Bird - Game with open season
Onondaga	Rallus limicola	Virginia Rail	2005	Rails, Coots and Cranes	Birds	Protected Bird - Game with open season
Onondaga	Ammodramus henslowii	Henslow's Sparrow	1965	Sparrows and Towhees	Birds	Threatened
Onondaga	Ammodramus savannarum	Grasshopper Sparrow	2005	Sparrows and Towhees	Birds	Special Concern
Onondaga	Junco hyemalis	Dark-eyed Junco	2005	Sparrows and Towhees	Birds	Protected Bird
Onondaga	Melospiza georgiana	Swamp Sparrow	2005	Sparrows and Towhees	Birds	Protected Bird
Onondaga	Melospiza melodia	Song Sparrow	2005	Sparrows and Towhees	Birds	Protected Bird
Onondaga	Passerculus sandwichensis	Savannah Sparrow	2005	Sparrows and Towhees	Birds	Protected Bird
Onondaga	Pipilo erythrophthalmus	Eastern Towhee	2005	Sparrows and Towhees	Birds	Protected Bird
Onondaga	Pooecetes gramineus	Vesper Sparrow	2005	Sparrows and Towhees	Birds	Special Concern
Onondaga	Spizella passerina	Chipping Sparrow	2005	Sparrows and Towhees	Birds	Protected Bird
Onondaga	Spizella pusilla	Field Sparrow	2005	Sparrows and Towhees	Birds	Protected Bird
Onondaga	Zonotrichia albicollis	White-throated Sparrow	2005	Sparrows and Towhees	Birds	Protected Bird
Onondaga	Sturnus vulgaris	European Starling	2005	Starlings	Birds	not listed
Onondaga	Hirundo rustica	Barn Swallow	2005	Swallows	Birds	Protected Bird
Onondaga	Petrochelidon pyrrhonota	Cliff Swallow	2005	Swallows	Birds	Protected Bird
Onondaga	Progne subis	Purple Martin	2005	Swallows	Birds	Protected Bird
Onondaga	Riparia riparia	Bank Swallow	2005	Swallows	Birds	Protected Bird
Onondaga	Stelgidopteryx serripennis	Northern Rough-winged Swallow	2005	Swallows	Birds	Protected Bird
Onondaga	Tachycineta bicolor	Tree Swallow	2005	Swallows	Birds	Protected Bird
