County	Scientific.Name	Common.Name	Year.Last.Documented	Taxonomic.Subgroup	Taxonomic.Group	NY.Listing.Status
Onondaga	Catharus fuscescens	Veery	2005	Thrushes and Bluebirds	Birds	Protected Bird
Onondaga	Catharus guttatus	Hermit Thrush	2005	Thrushes and Bluebirds	Birds	Protected Bird
Onondaga	Hylocichla mustelina	Wood Thrush	2005	Thrushes and Bluebirds	Birds	Protected Bird
Onondaga	Sialia sialis	Eastern Bluebird	2005	Thrushes and Bluebirds	Birds	Protected Bird
Onondaga	Turdus migratorius	American Robin	2005	Thrushes and Bluebirds	Birds	Protected Bird
Onondaga	Vireo flavifrons	Yellow-throated Vireo	2005	Vireos	Birds	Protected Bird
Onondaga	Vireo gilvus	Warbling Vireo	2005	Vireos	Birds	Protected Bird
Onondaga	Vireo olivaceus	Red-eyed Vireo	2005	Vireos	Birds	Protected Bird
Onondaga	Vireo solitarius	Blue-headed Vireo	2005	Vireos	Birds	Protected Bird
Onondaga	Bombycilla cedrorum	Cedar Waxwing	2005	Waxwings	Birds	Protected Bird
Onondaga	Colaptes auratus	Northern Flicker	2005	Woodpeckers	Birds	Protected Bird
Onondaga	Dryocopus pileatus	Pileated Woodpecker	2005	Woodpeckers	Birds	Protected Bird
Onondaga	Melanerpes carolinus	Red-bellied Woodpecker	2005	Woodpeckers	Birds	Protected Bird
Onondaga	Melanerpes erythrocephalus	Red-headed Woodpecker	2012	Woodpeckers	Birds	Special Concern
Onondaga	Picoides pubescens	Downy Woodpecker	2005	Woodpeckers	Birds	Protected Bird
Onondaga	Picoides villosus	Hairy Woodpecker	2005	Woodpeckers	Birds	Protected Bird
Onondaga	Sphyrapicus varius	Yellow-bellied Sapsucker	2005	Woodpeckers	Birds	Protected Bird
Onondaga	Cardellina canadensis	Canada Warbler	2005	Wood-Warblers	Birds	Protected Bird
Onondaga	Geothlypis formosa	Kentucky Warbler	2005	Wood-Warblers	Birds	Protected Bird
Onondaga	Geothlypis philadelphia	Mourning Warbler	2005	Wood-Warblers	Birds	Protected Bird
Onondaga	Geothlypis trichas	Common Yellowthroat	2005	Wood-Warblers	Birds	Protected Bird
Onondaga	Icteria virens	Yellow-breasted Chat	NA	Wood-Warblers	Birds	Special Concern
Onondaga	Mniotilta varia	Black-and-white Warbler	2005	Wood-Warblers	Birds	Protected Bird
Onondaga	Oreothlypis ruficapilla	Nashville Warbler	2005	Wood-Warblers	Birds	Protected Bird
Onondaga	Parkesia motacilla	Louisiana Waterthrush	2005	Wood-Warblers	Birds	Protected Bird
Onondaga	Parkesia noveboracensis	Northern Waterthrush	2005	Wood-Warblers	Birds	Protected Bird
Onondaga	Protonotaria citrea	Prothonotary Warbler	2005	Wood-Warblers	Birds	Protected Bird
Onondaga	Seiurus aurocapilla	Ovenbird	2005	Wood-Warblers	Birds	Protected Bird
Onondaga	Setophaga americana	Northern Parula	2005	Wood-Warblers	Birds	Protected Bird
Onondaga	Setophaga caerulescens	Black-throated Blue Warbler	2005	Wood-Warblers	Birds	Protected Bird
Onondaga	Setophaga cerulea	Cerulean Warbler	2005	Wood-Warblers	Birds	Special Concern
Onondaga	Setophaga citrina	Hooded Warbler	2005	Wood-Warblers	Birds	Protected Bird
Onondaga	Setophaga coronata	Yellow-rumped Warbler	2005	Wood-Warblers	Birds	Protected Bird
Onondaga	Setophaga discolor	Prairie Warbler	2005	Wood-Warblers	Birds	Protected Bird
Onondaga	Setophaga fusca	Blackburnian Warbler	2005	Wood-Warblers	Birds	Protected Bird
Onondaga	Setophaga magnolia	Magnolia Warbler	2005	Wood-Warblers	Birds	Protected Bird
Onondaga	Setophaga pensylvanica	Chestnut-sided Warbler	2005	Wood-Warblers	Birds	Protected Bird
Onondaga	Setophaga petechia	Yellow Warbler	2005	Wood-Warblers	Birds	Protected Bird
Onondaga	Setophaga pinus	Pine Warbler	2005	Wood-Warblers	Birds	Protected Bird
Onondaga	Setophaga ruticilla	American Redstart	2005	Wood-Warblers	Birds	Protected Bird
Onondaga	Setophaga virens	Black-throated Green Warbler	2005	Wood-Warblers	Birds	Protected Bird
Onondaga	Vermivora chrysoptera	Golden-winged Warbler	2005	Wood-Warblers	Birds	Special Concern
Onondaga	Vermivora chrysoptera x cyanoptera	Lawrence's Warbler	2005	Wood-Warblers	Birds	Protected Bird
Onondaga	Vermivora cyanoptera	Blue-winged Warbler	2005	Wood-Warblers	Birds	Protected Bird
Onondaga	Vermivora cyanoptera x chrysoptera	Brewster's Warbler	2005	Wood-Warblers	Birds	Protected Bird
Onondaga	Cistothorus palustris	Marsh Wren	2005	Wrens	Birds	Protected Bird
Onondaga	Cistothorus platensis	Sedge Wren	2014	Wrens	Birds	Threatened
Onondaga	Thryothorus ludovicianus	Carolina Wren	2005	Wrens	Birds	Protected Bird
Onondaga	Troglodytes aedon	House Wren	2005	Wrens	Birds	Protected Bird
Onondaga	Troglodytes hiemalis	Winter Wren	2005	Wrens	Birds	Protected Bird
Onondaga	Callophrys lanoraieensis	Bog Elfin	1988	Butterflies and Skippers	Butterflies and Moths	not listed
Onondaga	Phyciodes batesii batesii	Tawny Crescent	1974	Butterflies and Skippers	Butterflies and Moths	Special Concern
Onondaga	Cordulegaster erronea	Tiger Spiketail	2008	Dragonflies	Dragonflies and Damselflies	not listed
Onondaga	Nasiaeschna pentacantha	Cyrano Darner	NA	Dragonflies	Dragonflies and Damselflies	not listed
Onondaga	Etheostoma exile	Iowa Darter	1930	Darters and Sunfishes	Fish	not listed
Onondaga	Lepomis peltastes	Northern Sunfish	1940	Darters and Sunfishes	Fish	Threatened
Onondaga	Couesius plumbeus	Lake Chub	NA	Minnows, Shiners, Suckers	Fish	not listed
Onondaga	Erimyzon sucetta	Lake Chubsucker	1917	Minnows, Shiners, Suckers	Fish	Threatened
Onondaga	Notropis bifrenatus	Bridle Shiner	NA	Minnows, Shiners, Suckers	Fish	not listed
Onondaga	Notropis heterodon	Blackchin Shiner	2012	Minnows, Shiners, Suckers	Fish	not listed
Onondaga	Notropis heterolepis	Blacknose Shiner	NA	Minnows, Shiners, Suckers	Fish	not listed
Onondaga	Acipenser fulvescens	Lake Sturgeon	2011	Sturgeons and Paddlefish	Fish	Threatened
Onondaga	Lasionycteris noctivagans	Silver-haired Bat	NA	Bats	Mammals	not listed
Onondaga	Myotis leibii	Eastern Small-footed Myotis	2003	Bats	Mammals	Special Concern
Onondaga	Myotis septentrionalis	Northern Long-eared Bat	2011	Bats	Mammals	Threatened
Onondaga	Myotis sodalis	Indiana Bat	2008	Bats	Mammals	Endangered
Onondaga	Perimyotis subflavus	Tri-colored Bat	NA	Bats	Mammals	not listed
Onondaga	Potamilus alatus	Pink Heelsplitter	1895	Freshwater Mussels	Mussels and Clams	not listed
Onondaga	Plestiodon anthracinus	Coal Skink	1999	Lizards	Reptiles	Game with no open season
Onondaga	Crotalus horridus	Timber Rattlesnake	NA	Snakes	Reptiles	Threatened
Onondaga	Diadophis punctatus	Ring-necked Snake	1999	Snakes	Reptiles	Game with no open season
Onondaga	Heterodon platirhinos	Eastern Hog-nosed Snake	1999	Snakes	Reptiles	Special Concern
Onondaga	Lampropeltis triangulum	Milksnake	1999	Snakes	Reptiles	Game with no open season
Onondaga	Nerodia sipedon	Northern Watersnake	1999	Snakes	Reptiles	Game with no open season
Onondaga	Opheodrys vernalis	Smooth Green Snake	1999	Snakes	Reptiles	Game with no open season
Onondaga	Pantherophis spiloides	Eastern Ratsnake	1999	Snakes	Reptiles	Game with no open season
Onondaga	Sistrurus catenatus catenatus	Eastern Massasauga	2007	Snakes	Reptiles	Endangered
Onondaga	Storeria dekayi	Dekay's Brownsnake	1999	Snakes	Reptiles	Game with no open season
Onondaga	Storeria occipitomaculata	Red-bellied Snake	1999	Snakes	Reptiles	Game with no open season
Onondaga	Thamnophis sirtalis	Common Gartersnake	1999	Snakes	Reptiles	Game with no open season
Onondaga	Chelydra serpentina	Snapping Turtle	1999	Turtles	Reptiles	Game with open season
Onondaga	Chrysemys picta	Painted Turtle	1999	Turtles	Reptiles	Game with no open season
Onondaga	Clemmys guttata	Spotted Turtle	1999	Turtles	Reptiles	Special Concern
Onondaga	Emydoidea blandingii	Blanding's Turtle	1999	Turtles	Reptiles	Threatened
Onondaga	Glyptemys insculpta	Wood Turtle	1999	Turtles	Reptiles	Special Concern
Onondaga	Glyptemys muhlenbergii	Bog Turtle	1950	Turtles	Reptiles	Endangered
Onondaga	Sternotherus odoratus	Common Musk Turtle	1999	Turtles	Reptiles	Game with no open season
Onondaga	Valvata sincera	Mossy Valvata	NA	Snails	Snails	Special Concern
Onondaga	Floodplain forest	Floodplain Forest	1997	Forested Mineral Soil Wetlands	Freshwater Nontidal Wetlands	not applicable
Onondaga	Silver maple-ash swamp	Silver Maple-Ash Swamp	1994	Forested Mineral Soil Wetlands	Freshwater Nontidal Wetlands	not applicable
Onondaga	Black spruce-tamarack bog	Black Spruce-Tamarack Bog	1992	Forested Peatlands	Freshwater Nontidal Wetlands	not applicable
Onondaga	Northern white cedar swamp	Northern White Cedar Swamp	1989	Forested Peatlands	Freshwater Nontidal Wetlands	not applicable
Onondaga	Inland salt marsh	Inland Salt Marsh	1980	Open Peatlands	Freshwater Nontidal Wetlands	not applicable
Onondaga	Marl fen	Marl Fen	1999	Open Peatlands	Freshwater Nontidal Wetlands	not applicable
Onondaga	Rich shrub fen	Rich Shrub Fen	2005	Open Peatlands	Freshwater Nontidal Wetlands	not applicable
Onondaga	Rich sloping fen	Rich Sloping Fen	2000	Open Peatlands	Freshwater Nontidal Wetlands	not applicable
Onondaga	Inland salt pond	Inland Salt Pond	1998	Natural Lakes and Ponds	Lakes and Ponds	not applicable
Onondaga	Meromictic lake	Meromictic Lake	2014	Natural Lakes and Ponds	Lakes and Ponds	not applicable
Onondaga	Calcareous talus slope woodland	Calcareous Talus Slope Woodland	2004	Barrens and Woodlands	Uplands	not applicable
Onondaga	Limestone woodland	Limestone Woodland	2003	Barrens and Woodlands	Uplands	not applicable
Onondaga	Maple-basswood rich mesic forest	Maple-Basswood Rich Mesic Forest	2009	Forested Uplands	Uplands	not applicable
Onondaga	Calcareous cliff community	Calcareous Cliff Community	1999	Open Uplands	Uplands	not applicable
Onondaga	Juniperus horizontalis	Creeping Juniper	1924	Conifers	Conifers	Endangered
Onondaga	Asplenium scolopendrium var. americanum	Hart's-tongue Fern	2012	Ferns	Ferns and Fern Allies	Threatened
Onondaga	Botrychium campestre	Prairie Dunewort	1915	Ferns	Ferns and Fern Allies	Endangered
Onondaga	Botrychium minganense	Mingan Moonwort	2007	Ferns	Ferns and Fern Allies	Endangered
Onondaga	Botrychium neolunaria	Common Moonwort	2011	Ferns	Ferns and Fern Allies	Endangered
Onondaga	Botrychium oneidense	Blunt-lobe Grape Fern	1975	Ferns	Ferns and Fern Allies	Threatened
Onondaga	Botrychium rugulosum	Rugulose Grape Fern	1880	Ferns	Ferns and Fern Allies	Endangered
Onondaga	Lygodium palmatum	Climbing Fern	NA	Ferns	Ferns and Fern Allies	Endangered
Onondaga	Equisetum palustre	Marsh Horsetail	NA	Horsetails	Ferns and Fern Allies	Threatened
Onondaga	Bidens beckii	Beck's Water Marigold	NA	Asters, Goldenrods and Daisies	Flowering Plants	not listed
Onondaga	Bidens laevis	Smooth Beggar-ticks	NA	Asters, Goldenrods and Daisies	Flowering Plants	Threatened
Onondaga	Eurybia spectabilis	Showy Aster	NA	Asters, Goldenrods and Daisies	Flowering Plants	Threatened
Onondaga	Gamochaeta purpurea	Purple Everlasting	NA	Asters, Goldenrods and Daisies	Flowering Plants	not listed
Onondaga	Petasites frigidus var. palmatus	Sweet Coltsfoot	NA	Asters, Goldenrods and Daisies	Flowering Plants	Endangered
Onondaga	Senecio suaveolens	Sweet-scented Indian Plantain	1908	Asters, Goldenrods and Daisies	Flowering Plants	Endangered
Onondaga	Smallanthus uvedalia	Bear's Foot	NA	Asters, Goldenrods and Daisies	Flowering Plants	Endangered
Onondaga	Solidago ohioensis	Ohio Goldenrod	2000	Asters, Goldenrods and Daisies	Flowering Plants	Threatened
Onondaga	Symphyotrichum boreale	Northern Bog Aster	1916	Asters, Goldenrods and Daisies	Flowering Plants	Threatened
Onondaga	Symphyotrichum ciliolatum	Lindley's Aster	1912	Asters, Goldenrods and Daisies	Flowering Plants	Endangered
Onondaga	Symphyotrichum subulatum var. subulatum	Annual Saltmarsh Aster	1999	Asters, Goldenrods and Daisies	Flowering Plants	Threatened
Onondaga	Symphyotrichum tenuifolium var. tenuifolium	Perennial Saltmarsh Aster	NA	Asters, Goldenrods and Daisies	Flowering Plants	Rare
Onondaga	Diplachne fusca ssp. fascicularis	Salt-meadow Grass	2007	Grasses	Flowering Plants	Endangered
Onondaga	Poa sylvestris	Forest Blue Grass	1916	Grasses	Flowering Plants	Endangered
Onondaga	Aplectrum hyemale	Puttyroot	1897	Orchids	Flowering Plants	Endangered
Onondaga	Arethusa bulbosa	Dragon's Mouth Orchid	NA	Orchids	Flowering Plants	Threatened
Onondaga	Calypso bulbosa var. americana	Calypso	1905	Orchids	Flowering Plants	Endangered
Onondaga	Cypripedium arietinum	Ram's-head Lady's Slipper	1902	Orchids	Flowering Plants	Threatened
Onondaga	Cypripedium candidum	Small White Lady's Slipper	1901	Orchids	Flowering Plants	Endangered
Onondaga	Cypripedium parviflorum var. makasin	Small Northern Yellow Lady's Slipper	NA	Orchids	Flowering Plants	not listed
Onondaga	Cypripedium parviflorum var. parviflorum	Small Southern Yellow Lady's Slipper	NA	Orchids	Flowering Plants	Endangered
Onondaga	Cypripedium parviflorum var. pubescens	Large Yellow Lady's Slipper	NA	Orchids	Flowering Plants	not listed
Onondaga	Cypripedium reginae	Showy Lady's Slipper	NA	Orchids	Flowering Plants	not listed
Onondaga	Isotria medeoloides	Small Whorled Pogonia	1976	Orchids	Flowering Plants	Endangered
Onondaga	Liparis liliifolia	Large Twayblade	2000	Orchids	Flowering Plants	Endangered
Onondaga	Neottia bifolia	Southern Twayblade	1991	Orchids	Flowering Plants	Endangered
Onondaga	Neottia convallarioides	Broad-lipped Twayblade	NA	Orchids	Flowering Plants	Endangered
Onondaga	Platanthera ciliaris	Orange Fringed Orchid	NA	Orchids	Flowering Plants	Endangered
Onondaga	Platanthera hookeri	Hooker's Orchid	1918	Orchids	Flowering Plants	Endangered
Onondaga	Platanthera leucophaea	Eastern Prairie Fringed Orchid	NA	Orchids	Flowering Plants	Endangered
Onondaga	Tipularia discolor	Cranefly Orchid	NA	Orchids	Flowering Plants	Endangered
Onondaga	Triphora trianthophoros ssp. trianthophoros	Nodding Pogonia	1913	Orchids	Flowering Plants	Threatened
Onondaga	Acalypha virginica	Virginia Three-seeded Mercury	NA	Other Flowering Plants	Flowering Plants	Endangered
Onondaga	Agalinis maritima var. maritima	Seaside Gerardia	NA	Other Flowering Plants	Flowering Plants	Threatened
Onondaga	Agastache nepetoides	Yellow Giant-hyssop	1916	Other Flowering Plants	Flowering Plants	Threatened
Onondaga	Agrimonia rostellata	Woodland Agrimony	NA	Other Flowering Plants	Flowering Plants	Threatened
Onondaga	Aletris farinosa	Stargrass	NA	Other Flowering Plants	Flowering Plants	Threatened
Onondaga	Andersonglossum boreale	Northern Wild Comfrey	1928	Other Flowering Plants	Flowering Plants	Endangered
Onondaga	Anticlea elegans var. glauca	Mountain Death Camas	NA	Other Flowering Plants	Flowering Plants	Threatened
Onondaga	Astragalus neglectus	Cooper's Milkvetch	NA	Other Flowering Plants	Flowering Plants	Endangered
Onondaga	Betula nigra	River Birch	NA	Other Flowering Plants	Flowering Plants	Rare
Onondaga	Boechera stricta	Drummond's Rock Cress	NA	Other Flowering Plants	Flowering Plants	Threatened
Onondaga	Callitriche terrestris	Terrestrial Starwort	NA	Other Flowering Plants	Flowering Plants	Threatened
Onondaga	Campanula americana	Tall Bellflower	NA	Other Flowering Plants	Flowering Plants	Endangered
Onondaga	Cardamine douglassii	Purple Cress	NA	Other Flowering Plants	Flowering Plants	Threatened
Onondaga	Carya laciniosa	Big Shellbark Hickory	NA	Other Flowering Plants	Flowering Plants	Threatened
Onondaga	Castilleja coccinea	Scarlet Indian-paintbrush	NA	Other Flowering Plants	Flowering Plants	Endangered
Onondaga	Celastrus scandens	American Bittersweet	NA	Other Flowering Plants	Flowering Plants	Rare
Onondaga	Chaerophyllum procumbens var. procumbens	Spreading Chervil	1926	Other Flowering Plants	Flowering Plants	Endangered
Onondaga	Chamaelirium luteum	Fairywand	NA	Other Flowering Plants	Flowering Plants	Endangered
Onondaga	Corydalis flavula	Yellow Harlequin	NA	Other Flowering Plants	Flowering Plants	Rare
Onondaga	Cuscuta campestris	Field Dodder	NA	Other Flowering Plants	Flowering Plants	Endangered
Onondaga	Cuscuta cephalanthi	Buttonbush Dodder	NA	Other Flowering Plants	Flowering Plants	Endangered
Onondaga	Cuscuta pentagona	Five-angled Dodder	NA	Other Flowering Plants	Flowering Plants	Rare
Onondaga	Desmodium ciliare	Little-leaf Tick Trefoil	1991	Other Flowering Plants	Flowering Plants	Threatened
Onondaga	Desmodium nuttallii	Nuttall's Tick Trefoil	NA	Other Flowering Plants	Flowering Plants	Endangered
Onondaga	Desmodium obtusum	Stiff Tick Trefoil	NA	Other Flowering Plants	Flowering Plants	Endangered
Onondaga	Draba arabisans	Rock Whitlow Grass	NA	Other Flowering Plants	Flowering Plants	Threatened
Onondaga	Galium concinnum	Shining Bedstraw	NA	Other Flowering Plants	Flowering Plants	Endangered
Onondaga	Geum virginianum	Rough Avens	NA	Other Flowering Plants	Flowering Plants	Threatened
Onondaga	Gymnocladus dioicus	Kentucky Coffee Tree	NA	Other Flowering Plants	Flowering Plants	Endangered
Onondaga	Helanthium tenellum	Burhead	1916	Other Flowering Plants	Flowering Plants	not listed
Onondaga	Hydrastis canadensis	Goldenseal	NA	Other Flowering Plants	Flowering Plants	Threatened
Onondaga	Hydrocotyle umbellata	Many-flowered Marsh Pennywort	NA	Other Flowering Plants	Flowering Plants	Rare
Onondaga	Hypericum ascyron ssp. pyramidatum	Great St. John's Wort	NA	Other Flowering Plants	Flowering Plants	Rare
Onondaga	Jeffersonia diphylla	Twinleaf	1997	Other Flowering Plants	Flowering Plants	Threatened
Onondaga	Juglans cinerea	Butternut	NA	Other Flowering Plants	Flowering Plants	not listed
Onondaga	Lathyrus ochroleucus	Pale Vetchling	NA	Other Flowering Plants	Flowering Plants	Rare
Onondaga	Lespedeza frutescens	Violet Bush Clover	NA	Other Flowering Plants	Flowering Plants	Rare
Onondaga	Lilium michiganense	Michigan Lily	2005	Other Flowering Plants	Flowering Plants	Endangered
Onondaga	Linum sulcatum	Yellow Wild Flax	NA	Other Flowering Plants	Flowering Plants	Threatened
Onondaga	Lithospermum croceum	Golden Puccoon	NA	Other Flowering Plants	Flowering Plants	Endangered
Onondaga	Lithospermum parviflorum	Shaggy Marbleseed	NA	Other Flowering Plants	Flowering Plants	not listed
Onondaga	Lithospermum virginianum	Virginia False Gromwell	NA	Other Flowering Plants	Flowering Plants	Endangered
Onondaga	Myriophyllum farwellii	Farwell's Water Milfoil	NA	Other Flowering Plants	Flowering Plants	Threatened
Onondaga	Najas marina	Spiny Water Nymph	NA	Other Flowering Plants	Flowering Plants	Endangered
Onondaga	Oxybasis rubra var. rubra	Red Pigweed	1940	Other Flowering Plants	Flowering Plants	Threatened
Onondaga	Panax quinquefolius	American Ginseng	NA	Other Flowering Plants	Flowering Plants	not listed
Onondaga	Pedicularis lanceolata	Swamp Lousewort	NA	Other Flowering Plants	Flowering Plants	Threatened
Onondaga	Persicaria careyi	Carey's Smartweed	1851	Other Flowering Plants	Flowering Plants	Endangered
Onondaga	Persicaria setacea	Swamp Smartweed	NA	Other Flowering Plants	Flowering Plants	Endangered
Onondaga	Phacelia dubia var. dubia	Scorpion-weed	1975	Other Flowering Plants	Flowering Plants	not listed
Onondaga	Phlox maculata ssp. maculata	Wild Sweet William	NA	Other Flowering Plants	Flowering Plants	Endangered
Onondaga	Plantago cordata	Heart-leaved Plantain	NA	Other Flowering Plants	Flowering Plants	Rare
Onondaga	Polemonium vanbruntiae	Jacob's Ladder	NA	Other Flowering Plants	Flowering Plants	Rare
Onondaga	Polygonum buxiforme	Small's Knotweed	NA	Other Flowering Plants	Flowering Plants	Endangered
Onondaga	Polygonum erectum	Erect Knotweed	NA	Other Flowering Plants	Flowering Plants	not listed
Onondaga	Polygonum tenue	Slender Knotweed	NA	Other Flowering Plants	Flowering Plants	Rare
Onondaga	Potamogeton strictifolius	Straight-leaved Pondweed	2005	Other Flowering Plants	Flowering Plants	Endangered
Onondaga	Pyrola asarifolia ssp. asarifolia	Pink Wintergreen	1916	Other Flowering Plants	Flowering Plants	Threatened
Onondaga	Ranunculus cymbalaria	Seaside Crowfoot	NA	Other Flowering Plants	Flowering Plants	Endangered
